file,PDPGP,PDPSHAGP,SelfCGP,SelfCSHAGP
I.10.7,0.1679391156202162,0.07667807251262977,0.16267136993556724,0.14719775872968285
I.11.19,3.6412202277492383,2.1053076107949193,4.522618040691125,3.2957627445541164
I.12.1,0.015756340406741846,5.293196248386925e-07,0.022621445371999952,5.293363263084026e-07
I.12.11,9.877797413428988,6.4223692894155535,9.916586500263849,7.679488139066975
I.12.2,0.028970787057399357,0.024068976129018996,0.03588665409735547,0.02926527872147097
I.12.4,0.009315948872837291,0.005142412505776664,0.010649610388809384,0.01003316098067945
I.12.5,0.01604659687020038,5.361437749536576e-07,0.0689960742246333,5.364862830866274e-07
I.13.12,4.414545222492759,3.0156944086752726,4.730364265615235,3.8729547682073333
I.13.4,6.945975126556865,5.307877921046054,8.18217725504354,6.227694188430148
I.14.3,0.2517372450885898,0.12745140343261596,0.36248142216825113,0.16889397504509185
I.14.4,1.4196707397621264,0.49266316479790406,1.9953259923129971,1.1111169075205363
I.15.10,0.23626720231057946,0.21272363144721215,0.26425399422863793,0.25539646508661573
I.15.3t,0.11625948773219064,0.10046756872948272,0.11570419456102732,0.11327186848359068
I.15.3x,0.3224822639745287,0.20050511395911882,0.4093939682433416,0.31183928416977413
I.16.6,0.4059885081965192,0.31720527355529127,0.4313112226849664,0.3660393659190497
I.18.12,1.8580374744021229,0.6081707915929686,2.0087372998619744,0.9655839331714112
I.18.14,7.318890091245976,4.507960227130245,8.256567335079918,6.637832962773125
I.18.4,0.3649144171296785,0.24390076238531175,0.40390552957608,0.30511701070178243
I.24.6,3.802473760721418,3.1554271167372776,4.490512737199222,3.8694098267132606
I.25.13,0.0019865389456755183,6.971405684727214e-08,0.0014555828437894259,0.00601458273204047
I.26.2,0.09870877213007186,0.055810181484623377,0.08086457655001457,0.07831336787942214
I.27.6,0.11700716268152955,0.10929832879055713,0.14578107712989646,0.12006309845727406
I.29.16,1.2904165053896974,0.8846985393583902,1.29206695718103,0.9688911115430165
I.29.4,0.007582595874657854,1.0314143250052204e-07,0.011996236025286672,0.0047343181108382435
I.30.3,1.8050339607787962,1.5042778083785748,1.8743256629739775,1.601887292018071
I.30.5,0.015479308710282542,0.010958657683982182,0.023957918712882786,0.01745595819121057
I.32.17,1.70579241410109,0.9008167747705594,2.1606025077492075,1.3223304172865196
I.32.5,0.21554816057349024,0.11395665509550873,0.2735786522869905,0.2015511364473676
I.34.1,0.3771340518462934,0.20776673496339312,0.4169512227661781,0.2721097273879453
I.34.14,0.2529018257320625,0.12482579725041726,0.3080166920318741,0.25638413395075105
I.34.27,0.1333043926906521,0.09894003208133002,0.17115536970667214,0.14004437273673362
I.34.8,1.6182707363650481,0.7681380080609473,2.1758928684439307,0.7218069336384636
I.37.4,1.2035954062273961,0.6752044933001423,1.1981571025578561,0.8717585699449754
I.38.12,0.3191111201741769,0.28743554113350467,0.47631612455406475,0.34587242192424233
I.39.1,0.35883624485922944,0.20143801765621527,0.5661503891784027,0.2665965461947025
I.39.11,0.5167601455770666,0.39198195514975187,0.6980609345856159,0.43701126066617796
I.39.22,1.800643802421372,0.5275766572942683,2.1887669390963778,0.8107829111483599
I.40.1,0.4346626302665672,0.356461220269747,0.44057782629428904,0.43916424242991525
I.41.16,0.868250075396095,0.6131778563703018,1.0490122486865365,0.8643087237827112
I.43.16,1.6176229657225931,0.5451807860258181,1.911552700805847,1.0307559363274508
I.43.31,0.13613014891931338,0.09190269139830452,0.5383453254092361,0.14828228801899213
I.43.43,0.32260665344496076,0.2804545713227727,0.567747356438224,0.3886199209002059
I.44.4,8.705792308201683,6.489339550847738,9.038452409350207,7.177242457020506
I.47.23,0.2652213709663755,0.1672343301922873,0.3481348812786169,0.30652681958908656
I.48.20,4.66853154698764,1.9900821137290894,5.428674673334733,3.1612918686772287
I.50.26,1.3874322735488607,1.0758344581967916,1.4737402421074028,1.2153921706323512
I.6.2,0.020395664144723703,0.018122595628487885,0.021535618569550066,0.01805024131741274
I.6.2a,0.010177873028938956,0.005646192150425656,0.013637941290806364,0.008148100674809292
I.6.2b,0.03447479935217571,0.028796739048395543,0.03665941324504861,0.034177624071990854
I.8.14,0.8738042235486816,0.6796111000800471,0.8785013249828053,0.8136852855926742
I.9.18,0.06793752220940327,0.0619073076626057,0.08204368472800465,0.08051923030635502
II.10.9,0.058028851411442324,0.04520040111274836,0.08128290719772475,0.07093710698448767
II.11.20,2.07795118383743,1.2186057468311058,2.7623936363511477,1.7481942547191858
II.11.27,0.10561492074680894,0.05772897083032661,0.12419210199047463,0.08758307234929222
II.11.28,0.061957780029110995,0.024322985191964772,0.06803532190809784,0.034444422761470694
II.11.3,0.051712428367784315,0.039781354849567706,0.06734529886967737,0.053149203074867826
II.11.7,1.0653148933059096,0.9905933349044918,1.1089786515204536,1.0841134817708349
II.13.17,0.011591059159085967,0.006474286387665689,0.012079853058956728,0.00828922163627465
II.13.23,0.15972354505577782,0.06772994800761775,0.15550611278336388,0.13524529192609744
II.13.34,0.24396427580518598,0.21589395592018565,0.27851626981092564,0.2658809909311708
II.15.4,1.993008985973879,1.1733901976622532,2.2354386861628024,1.3125599474372036
II.15.5,1.8777618479778584,1.2097645386559757,2.195261706088586,1.580130967750767
II.2.42,3.2782453847557025,1.6712928846704735,3.760962306224911,2.430336908597099
II.21.32,0.02121970828111682,0.013749476127402517,0.024620054455024597,0.017017041629930365
II.24.17,0.1592963374000419,0.13288154385589862,0.1873321265625321,0.15873191576980694
II.27.16,11.105041961398959,4.948726744277105,15.25256661591766,7.174493686551334
II.27.18,0.2753125573237843,0.1422661393495422,0.21606251115509578,0.40950798936928906
II.3.24,0.012196592332385585,0.006827852702740055,0.01566292721657872,0.00729969282358047
II.34.11,1.4928818859397037,0.984032898023385,1.8161842765439744,1.3121236572082353
II.34.2,2.1055313379729834,0.9711057570732001,2.7750050390539305,1.2377872439944877
II.34.29a,0.06075792405899081,0.04779079687426005,0.09352089083395175,0.08046041924328366
II.34.29b,87.37377177615937,34.48445604200071,91.09198841026492,47.434223105142074
II.34.2a,0.1092501990464133,0.0978096388941182,0.1755427460380798,0.14092584707305852
II.35.18,0.17173189047682272,0.15712121286549266,0.19457235580041474,0.17315947681117572
II.35.21,1.6660395588502248,1.392861252639724,1.877972381505546,1.653132156096372
II.36.38,0.5334660836642171,0.4042129528448568,0.5792183979576664,0.5197074565257158
II.37.1,1.4020619941992265,0.420463970594358,1.2881195377994774,0.8848730818627019
II.38.14,0.052517285472179445,0.03504172885187233,0.07133464966574185,0.05501069377840698
II.38.3,2.082241795408087,0.6193331452434127,2.259104988702906,0.7505832604134752
II.4.23,0.010643002695616828,0.006277335388274002,0.015024856304767482,0.007372762601736828
II.6.11,0.013016417376942395,0.007989936720764151,0.016198934128199505,0.011803191508947935
II.6.15a,0.14333280535827808,0.09860596350489312,0.14232329519104583,0.12765867279916832
II.6.15b,0.02231974268591871,0.01588793547314403,0.02481424477095835,0.020280551486255013
II.8.31,1.2994523085692855,0.6364237054820334,2.0490472257711154,1.2093827799055359
II.8.7,0.026102733013629455,0.01552447812803233,0.031215733759716657,0.021275180990455375
III.10.19,2.3069160901200383,1.8570607103277843,2.4752564722866595,1.9007687231849366
III.12.43,0.13042429076432677,0.08848731023556558,0.2042328605979358,0.14213281667279995
III.13.18,180.33590810831632,87.70276912498859,201.89309060575582,139.0209509501085
III.14.14,2.26032559904302,1.47269031004096,2.6930363941991895,2.0255879569374353
III.15.12,3.6438517803565342,2.8452082077972136,3.9405889649254164,3.194747091585325
III.15.14,0.0071951278741888254,0.004015338084032218,0.008606030887009257,0.005573691497855729
III.15.27,0.8732396927348957,0.28701485321422326,1.0634674866347498,0.8452221133332867
III.17.37,2.1131318491351707,1.3912210295522525,2.092391710627947,1.578620157284793
III.19.51,0.7261304964520412,0.4912497958732242,0.7670447883635545,0.6080346323855271
III.21.20,2.927576554077957,1.4726806397557406,3.350958739055297,2.3569574007265515
III.4.32,3.0501796790243993,1.240756714680106,3.4168392962658207,1.9553193818926164
III.4.33,0.5466612314288813,0.3775221257487617,0.5950106464461694,0.5507243408073649
III.7.38,6.5741388412908,3.612010121931042,8.331508755442897,3.79365366026342
III.8.54,0.3526555351007039,0.34367650755814716,0.358629825642241,0.3530119166699109
III.9.52,10.741469092255128,8.280494297127763,10.749523072556931,9.009268224171612
test_1,3.2011277479997715,2.5246406767647196,3.346799196201002,2.986936161838381
test_10,0.17235658708881904,0.07650311806416746,0.18074403040645395,0.13513121840809986
test_11,0.5804057179442766,0.43874081011755217,0.5848004677207345,0.5647689711207399
test_12,1.9956624841722603,1.1108040517894198,2.5486819617250096,1.7366410928688476
test_13,0.009821785955046613,0.00737405361554929,0.010563682667107917,0.009215391342124119
test_14,9.178716618576047,8.05036007979972,9.759300005911792,9.348468381902318
test_15,0.4598084756399552,0.3759668330582921,0.46129115187881714,0.4394747403658142
test_16,9.726420653433825,7.0634975184674405,9.852692112906489,8.764583056047394
test_17,875.5648773921466,429.3367302026862,945.7651876532071,603.8396143232777
test_18,0.34788892803221516,0.312100698720545,0.4033535599819249,0.36988342444364586
test_19,5.081932145180135,4.15996212417289,6.219530923063339,5.422720062232928
test_2,1.6098608283248825,1.3179230932394992,1.6803900538513756,1.486962690491597
test_20,2.321513357305045,1.8482711468774176,2.6729980683894548,2.368220003986304
test_3,0.5272555203094695,0.4544639883983036,0.5410628342897892,0.4743900442426956
test_4,0.20699601492448644,0.15621516362005086,0.20099952225539602,0.23683176785723747
test_5,0.7500584925410564,0.5632419253669908,0.8840802151857061,0.7883583367588224
test_6,0.23424438126041974,0.2236616924541389,0.28265734739300946,0.23445339514244876
test_7,0.24510144782621715,0.16951201118363246,0.2757559619393255,0.24345338401579794
test_8,0.2783885108337824,0.20130623412606016,0.2915108159531871,0.2658735026242508
test_9,3372.25790838159,1909.1352668295676,3715.3785574183735,1730.179482087952
